idClass,idStudent,score
103,12806,5.76
58,12806,4.87
142,12806,8.9
10,12807,0.29
88,12807,6.48
103,12807,5.87
58,12807,1.47
142,12807,5.39
10,12808,8.49
88,12808,6.15
103,12808,6.0
58,12808,0.17
142,12808,3.21
10,12809,9.21
88,12809,9.31
103,12809,6.37
58,12809,7.77
142,12809,0.77
10,12810,4.82
88,12810,1.66
103,12810,2.52
58,12810,6.44
142,12810,4.22
88,12811,3.42
103,12811,9.34
58,12811,0.3
142,12811,4.93
106,12811,6.2
88,12812,4.77
103,12812,6.01
58,12812,3.81
142,12812,3.49
106,12812,4.32
88,12813,4.72
103,12813,6.44
58,12813,9.87
142,12813,0.44
106,12813,2.79
88,12814,2.15
103,12814,1.36
58,12814,5.41
142,12814,8.94
106,12814,0.03
88,12815,6.74
103,12815,1.97
58,12815,6.32
142,12815,7.79
106,12815,5.83
88,12816,3.8
103,12816,8.73
58,12816,1.01
142,12816,6.46
106,12816,0.94
88,12817,9.75
103,12817,9.36
58,12817,8.75
142,12817,5.99
106,12817,0.84
88,12818,6.32
103,12818,8.55
58,12818,7.71
142,12818,1.0
106,12818,5.03
88,12819,1.92
103,12819,1.0
58,12819,2.84
142,12819,2.14
106,12819,7.47
88,12820,1.59
103,12820,8.62
58,12820,5.95
142,12820,9.83
106,12820,1.31
88,12821,9.18
103,12821,6.47
58,12821,0.25
142,12821,5.78
106,12821,3.95
88,12822,8.25
103,12822,6.6
58,12822,2.42
142,12822,1.49
106,12822,5.99
88,12823,9.88
103,12823,5.18
58,12823,5.88
142,12823,2.87
106,12823,2.76
88,12824,5.41
103,12824,0.91
58,12824,8.6
142,12824,7.02
106,12824,2.09
88,12825,9.6
103,12825,6.06
58,12825,6.06
142,12825,0.83
106,12825,1.74
88,12826,3.66
103,12826,7.23
58,12826,4.67
142,12826,7.52
106,12826,9.87
88,12827,9.98
103,12827,7.03
58,12827,9.46
142,12827,2.45
106,12827,4.54
88,12828,9.82
103,12828,5.24
58,12828,0.83
142,12828,9.92
106,12828,2.61
88,12829,3.27
103,12829,5.03
58,12829,2.6
142,12829,3.96
106,12829,4.27
88,12830,5.87
103,12830,2.77
58,12830,8.18
142,12830,0.22
106,12830,1.15
88,12831,9.84
103,12831,4.91
58,12831,3.82
142,12831,6.35
106,12831,9.51
88,12832,5.28
103,12832,5.09
58,12832,8.24
142,12832,4.36
106,12832,4.15
88,12833,4.6
103,12833,4.03
58,12833,1.6
142,12833,5.8
106,12833,1.9
88,12834,7.41
103,12834,9.34
58,12834,4.25
142,12834,4.32
106,12834,8.99
88,12835,0.85
103,12835,7.54
58,12835,9.06
142,12835,0.07
106,12835,5.28
88,12836,7.9
103,12836,4.04
58,12836,9.76
142,12836,2.84
106,12836,1.14
88,12837,9.02
103,12837,1.04
58,12837,1.64
142,12837,5.28
106,12837,1.8
88,12838,5.69
103,12838,6.27
58,12838,0.1
142,12838,3.94
106,12838,0.55
88,12839,2.03
103,12839,2.62
58,12839,4.39
142,12839,1.48
106,12839,4.54
88,12840,4.11
103,12840,2.48
58,12840,4.9
142,12840,3.81
106,12840,8.55
88,12841,1.65
103,12841,2.78
58,12841,9.03
142,12841,7.59
106,12841,1.86
88,12842,5.34
103,12842,7.07
58,12842,2.22
142,12842,4.72
106,12842,1.32
88,12843,2.62
103,12843,6.21
58,12843,1.08
142,12843,3.03
106,12843,7.1
88,12844,9.03
103,12844,4.7
58,12844,1.8
142,12844,2.98
106,12844,6.12
88,12845,1.66
103,12845,1.4
58,12845,3.67
142,12845,1.79
106,12845,2.51
88,12846,4.67
103,12846,4.0
58,12846,5.91
142,12846,9.42
106,12846,4.06
88,12847,6.98
103,12847,1.05
58,12847,1.06
142,12847,0.77
106,12847,2.45
88,12848,7.96
103,12848,1.15
58,12848,3.18
142,12848,2.47
106,12848,8.5
88,12849,0.18
103,12849,2.02
58,12849,4.01
142,12849,2.32
106,12849,0.74
88,12850,8.58
103,12850,4.95
58,12850,3.32
142,12850,4.14
106,12850,4.76
88,12851,1.91
103,12851,4.39
58,12851,3.99
142,12851,5.1
106,12851,5.17
88,12852,1.07
103,12852,8.1
58,12852,3.21
142,12852,9.64
106,12852,0.25
88,12853,2.06
103,12853,8.89
58,12853,4.0
142,12853,1.28
106,12853,0.86
88,12854,5.67
103,12854,4.77
58,12854,2.96
142,12854,2.59
106,12854,3.92
88,12855,9.38
103,12855,1.03
58,12855,3.83
142,12855,7.35
106,12855,9.0
88,12856,2.98
103,12856,1.43
58,12856,9.55
142,12856,8.54
106,12856,0.28
88,12857,6.4
103,12857,9.65
58,12857,3.52
142,12857,3.64
106,12857,6.52
88,12858,3.92
103,12858,0.86
58,12858,8.52
142,12858,9.1
106,12858,2.11
88,12859,9.43
103,12859,4.7
58,12859,7.89
142,12859,7.32
106,12859,9.95
88,12860,4.2
103,12860,3.4
58,12860,3.9
142,12860,2.65
106,12860,3.83
88,12861,1.54
103,12861,5.4
58,12861,6.4
142,12861,3.17
106,12861,6.75
88,12862,9.58
103,12862,8.24
58,12862,2.88
142,12862,4.81
106,12862,3.95
88,12863,2.6
103,12863,3.33
58,12863,5.24
142,12863,8.87
106,12863,1.58
88,12864,5.28
103,12864,8.02
58,12864,9.56
142,12864,3.16
106,12864,7.6
88,12865,1.8
103,12865,8.59
58,12865,5.98
142,12865,1.93
106,12865,7.36
88,12866,8.64
103,12866,6.47
58,12866,0.01
142,12866,4.12
106,12866,2.14
88,12867,3.15
103,12867,1.29
58,12867,2.03
142,12867,0.1
106,12867,8.28
88,12868,5.91
103,12868,9.27
58,12868,4.23
142,12868,7.31
106,12868,3.55
88,12869,1.36
103,12869,1.69
58,12869,4.66
142,12869,6.65
106,12869,9.86
88,12870,7.05
103,12870,6.72
58,12870,8.32
142,12870,7.74
106,12870,3.14
88,12871,6.96
103,12871,1.73
58,12871,9.69
142,12871,0.75
106,12871,1.05
88,12872,6.26
103,12872,8.16
58,12872,5.81
142,12872,8.86
106,12872,5.67
88,12873,0.79
103,12873,7.34
58,12873,0.68
142,12873,8.37
106,12873,8.48
88,12874,2.86
103,12874,5.39
58,12874,2.05
142,12874,2.74
106,12874,9.17
88,12875,0.53
103,12875,6.6
58,12875,9.68
142,12875,9.37
106,12875,1.88
88,12876,5.89
103,12876,0.53
58,12876,3.8
142,12876,4.96
106,12876,7.8
88,12877,2.75
103,12877,7.56
58,12877,2.62
142,12877,0.39
106,12877,3.58
88,12878,5.8
103,12878,1.66
58,12878,8.88
142,12878,0.98
106,12878,4.08
88,12879,6.16
103,12879,7.81
58,12879,2.07
142,12879,8.93
106,12879,1.26
88,12880,3.07
103,12880,4.07
58,12880,3.73
142,12880,3.5
106,12880,2.28
88,12881,5.09
103,12881,7.14
58,12881,9.79
142,12881,1.53
106,12881,0.84
88,12882,3.05
103,12882,2.16
58,12882,4.41
142,12882,0.27
106,12882,2.29
88,12883,6.25
103,12883,7.37
58,12883,9.87
142,12883,3.1
106,12883,2.24
88,12884,9.19
103,12884,5.34
58,12884,7.83
142,12884,1.7
106,12884,7.67
88,12885,2.64
103,12885,5.16
58,12885,9.49
142,12885,9.37
106,12885,8.67
88,12886,3.51
103,12886,3.5
58,12886,2.03
142,12886,5.9
106,12886,9.54
88,12887,5.57
103,12887,7.22
58,12887,6.96
142,12887,9.04
106,12887,6.56
88,12888,7.41
103,12888,9.7
58,12888,4.79
142,12888,0.53
106,12888,0.45
88,12889,4.56
103,12889,6.14
58,12889,0.25
142,12889,5.36
106,12889,2.32
88,12890,8.73
103,12890,4.77
58,12890,7.18
142,12890,5.59
106,12890,3.83
88,12891,1.75
103,12891,6.54
58,12891,3.22
142,12891,5.83
106,12891,9.27
88,12892,5.63
103,12892,3.18
58,12892,0.2
142,12892,3.21
106,12892,5.38
88,12893,9.66
103,12893,9.45
58,12893,0.71
142,12893,6.1
106,12893,3.62
88,12894,4.57
103,12894,9.69
58,12894,7.9
142,12894,1.17
106,12894,0.81
88,12895,4.35
103,12895,7.12
58,12895,3.6
142,12895,2.16
106,12895,5.98
88,12896,2.42
103,12896,7.13
58,12896,1.25
142,12896,8.76
106,12896,1.72
88,12897,8.03
103,12897,7.08
58,12897,3.95
142,12897,1.7
106,12897,9.45
88,12898,3.37
103,12898,5.51
58,12898,8.74
142,12898,3.58
106,12898,2.76
88,12899,8.61
103,12899,9.48
58,12899,5.22
142,12899,9.94
106,12899,8.2
88,12900,7.23
103,12900,2.07
58,12900,3.24
142,12900,7.42
106,12900,8.09
88,12901,5.4
103,12901,8.52
58,12901,2.31
142,12901,0.62
106,12901,6.82
88,12902,3.52
103,12902,9.29
58,12902,9.64
142,12902,6.21
106,12902,4.93
88,12903,2.22
103,12903,7.3
58,12903,2.78
142,12903,5.84
106,12903,8.66
88,12904,6.12
103,12904,2.96
58,12904,5.13
142,12904,7.16
106,12904,6.82
88,12905,1.82
103,12905,5.36
58,12905,7.7
142,12905,2.22
106,12905,8.19
88,12906,5.02
103,12906,4.31
58,12906,1.35
142,12906,3.56
106,12906,5.56
88,12907,9.99
103,12907,4.19
58,12907,9.68
142,12907,7.0
106,12907,6.52
88,12908,7.17
103,12908,0.78
58,12908,7.47
142,12908,2.73
106,12908,3.66
88,12909,8.64
103,12909,3.42
58,12909,0.95
142,12909,5.1
106,12909,3.3
88,12910,6.35
103,12910,4.95
58,12910,8.78
142,12910,2.82
106,12910,6.82
88,12911,7.66
103,12911,6.33
58,12911,0.56
142,12911,0.81
106,12911,7.25
88,12912,7.49
103,12912,9.07
58,12912,3.16
142,12912,4.0
106,12912,1.5
88,12913,0.55
103,12913,8.0
58,12913,2.21
142,12913,7.41
106,12913,2.27
88,12914,8.41
103,12914,3.06
58,12914,3.94
142,12914,2.23
106,12914,7.25
88,12915,4.69
103,12915,8.66
58,12915,9.89
142,12915,9.56
106,12915,7.88
88,12916,2.37
103,12916,2.96
58,12916,5.55
142,12916,5.14
106,12916,2.91
88,12917,5.26
103,12917,4.93
58,12917,9.3
142,12917,9.32
106,12917,3.76
88,12918,8.51
103,12918,5.48
58,12918,6.5
142,12918,0.73
106,12918,0.99
88,12919,0.7
103,12919,0.32
58,12919,5.6
142,12919,8.36
106,12919,7.6
88,12920,5.79
103,12920,9.49
58,12920,7.13
142,12920,5.68
106,12920,5.02
88,12921,9.34
103,12921,6.88
58,12921,6.8
142,12921,0.52
106,12921,4.77
88,12922,8.11
103,12922,8.8
58,12922,8.95
142,12922,4.89
106,12922,6.09
88,12923,5.84
103,12923,9.31
58,12923,9.65
142,12923,3.77
106,12923,3.36
88,12924,0.21
103,12924,1.06
58,12924,4.41
142,12924,0.43
106,12924,4.35
88,12925,8.23
103,12925,2.18
58,12925,4.09
142,12925,7.78
106,12925,8.86
88,12926,8.37
103,12926,9.72
58,12926,9.04
142,12926,7.53
106,12926,7.9
88,12927,0.23
103,12927,2.43
58,12927,4.44
142,12927,3.2
106,12927,6.05
88,12928,2.87
103,12928,2.87
58,12928,6.75
142,12928,8.31
106,12928,2.48
88,12929,0.54
103,12929,4.19
58,12929,4.41
142,12929,2.3
106,12929,7.25
88,12930,4.54
103,12930,7.26
58,12930,7.83
142,12930,2.65
106,12930,5.47
88,12931,9.99
103,12931,1.88
58,12931,3.74
142,12931,7.41
106,12931,5.69
88,12932,0.25
103,12932,0.04
58,12932,7.79
142,12932,1.29
106,12932,7.2
88,12933,2.63
103,12933,2.11
58,12933,3.14
142,12933,9.29
106,12933,4.18
88,12934,5.94
103,12934,4.97
58,12934,3.49
142,12934,6.44
106,12934,7.58
88,12935,9.8
103,12935,4.05
58,12935,7.97
142,12935,1.42
106,12935,3.04
88,12936,2.5
103,12936,6.88
58,12936,7.35
142,12936,8.61
106,12936,7.79
88,12937,2.9
103,12937,1.63
58,12937,4.07
142,12937,2.29
106,12937,4.73
88,12938,4.4
103,12938,0.81
58,12938,6.69
142,12938,0.73
106,12938,5.91
88,12939,0.75
103,12939,9.72
58,12939,0.17
142,12939,9.94
106,12939,0.6
88,12940,6.06
103,12940,6.15
58,12940,3.84
142,12940,8.31
106,12940,1.44
88,12941,4.5
103,12941,8.02
58,12941,3.47
142,12941,7.4
106,12941,9.06
88,12942,6.72
103,12942,2.45
58,12942,3.41
142,12942,6.62
106,12942,6.85
88,12943,7.88
103,12943,3.99
58,12943,0.28
142,12943,1.89
106,12943,5.35
88,12944,7.23
103,12944,4.77
58,12944,7.25
142,12944,7.79
106,12944,6.37
88,12945,9.64
103,12945,1.74
58,12945,8.43
142,12945,9.2
106,12945,8.69
88,12946,1.8
103,12946,5.97
58,12946,1.26
142,12946,0.33
106,12946,9.52
88,12947,0.87
103,12947,2.5
58,12947,8.19
142,12947,1.98
106,12947,6.06
88,12948,4.18
103,12948,5.92
58,12948,6.47
142,12948,0.42
106,12948,7.34
88,12949,8.04
103,12949,1.56
58,12949,6.05
142,12949,1.59
106,12949,9.45
88,12950,4.93
103,12950,4.57
58,12950,7.66
142,12950,1.17
106,12950,7.15
88,12951,9.38
103,12951,0.74
58,12951,6.54
142,12951,1.66
106,12951,1.15
88,12952,2.5
103,12952,7.57
58,12952,6.57
142,12952,6.93
106,12952,7.89
88,12953,6.78
103,12953,7.51
58,12953,6.9
142,12953,1.53
106,12953,4.72
88,12954,6.11
103,12954,2.05
58,12954,3.45
142,12954,5.01
106,12954,5.01
88,12955,5.45
103,12955,1.8
58,12955,5.11
142,12955,8.26
106,12955,2.96
88,12956,9.91
103,12956,2.02
58,12956,0.03
142,12956,0.09
106,12956,1.87
88,12957,6.28
103,12957,5.5
58,12957,3.17
142,12957,2.34
106,12957,8.18
88,12958,6.19
103,12958,5.18
58,12958,4.75
142,12958,9.51
106,12958,2.38
88,12959,2.1
103,12959,4.42
58,12959,9.34
142,12959,2.69
106,12959,6.51
88,12960,5.44
103,12960,2.88
58,12960,0.3
142,12960,5.53
106,12960,7.97
88,12961,5.73
103,12961,7.76
58,12961,0.39
142,12961,3.73
106,12961,7.45
88,12962,5.87
103,12962,1.19
58,12962,1.12
142,12962,4.79
106,12962,3.41
88,12963,2.18
103,12963,5.2
58,12963,9.87
142,12963,9.4
106,12963,8.74
88,12964,0.4
103,12964,9.46
58,12964,8.98
142,12964,7.46
106,12964,0.99
88,12965,0.09
103,12965,1.58
58,12965,1.52
142,12965,7.13
106,12965,9.51
88,12966,2.54
103,12966,5.28
58,12966,8.88
142,12966,2.09
106,12966,9.16
88,12967,6.24
103,12967,1.79
58,12967,9.52
142,12967,3.61
106,12967,3.99
88,12968,1.22
103,12968,7.53
58,12968,4.29
142,12968,0.34
106,12968,5.33
88,12969,4.18
103,12969,9.63
58,12969,9.96
142,12969,7.85
106,12969,3.43
88,12970,5.71
103,12970,6.18
58,12970,0.99
142,12970,8.2
106,12970,5.63
88,12971,1.6
103,12971,0.33
58,12971,5.0
142,12971,8.36
106,12971,8.85
88,12972,8.03
103,12972,9.5
58,12972,9.37
142,12972,0.49
106,12972,9.82
88,12973,4.07
103,12973,1.35
58,12973,1.85
142,12973,7.39
106,12973,1.77
88,12974,9.68
103,12974,6.77
58,12974,6.82
142,12974,5.22
106,12974,4.34
88,12975,3.79
103,12975,9.11
58,12975,0.39
142,12975,9.75
106,12975,1.32
88,12976,3.13
103,12976,5.89
58,12976,5.45
142,12976,7.04
106,12976,0.57
88,12977,0.48
103,12977,1.95
58,12977,3.56
142,12977,6.21
106,12977,4.01
88,12978,3.16
103,12978,4.53
58,12978,6.97
142,12978,3.84
106,12978,8.04
88,12979,0.34
103,12979,3.37
58,12979,0.48
142,12979,5.14
106,12979,2.19
88,12980,6.64
103,12980,6.11
58,12980,4.19
142,12980,6.38
106,12980,1.25
88,12981,9.63
103,12981,1.24
58,12981,9.95
142,12981,3.7
106,12981,9.87
88,12982,3.31
103,12982,2.81
58,12982,2.91
142,12982,9.96
106,12982,8.03
88,12983,1.15
103,12983,1.9
58,12983,1.13
142,12983,9.14
106,12983,7.07
88,12984,5.02
103,12984,2.95
58,12984,8.07
142,12984,7.97
106,12984,7.34
88,12985,3.85
103,12985,4.8
58,12985,9.38
142,12985,9.86
106,12985,1.75
88,12986,9.72
103,12986,6.75
58,12986,0.41
142,12986,8.37
106,12986,1.15
88,12987,4.34
103,12987,8.42
58,12987,1.51
142,12987,6.75
106,12987,2.97
88,12988,6.92
103,12988,1.92
58,12988,1.41
142,12988,6.16
106,12988,6.28
88,12989,3.58
103,12989,0.71
58,12989,0.1
142,12989,0.24
106,12989,3.42
88,12990,0.21
103,12990,7.75
58,12990,8.61
142,12990,5.25
106,12990,1.59
88,12991,2.13
103,12991,0.35
58,12991,2.58
142,12991,7.64
106,12991,1.62
88,12992,1.11
103,12992,6.32
58,12992,2.19
142,12992,9.19
106,12992,8.59
88,12993,1.54
103,12993,2.97
58,12993,6.82
142,12993,8.18
106,12993,0.48
88,12994,1.29
103,12994,2.36
58,12994,7.86
142,12994,3.06
106,12994,4.97
88,12995,8.73
103,12995,8.43
58,12995,8.8
142,12995,2.08
106,12995,7.03
88,12996,8.93
103,12996,3.04
58,12996,6.17
142,12996,5.26
106,12996,3.3
88,12997,2.43
103,12997,5.19
58,12997,5.0
142,12997,7.47
106,12997,6.06
88,12998,1.63
103,12998,2.3
58,12998,6.48
142,12998,0.51
106,12998,1.61
88,12999,8.64
103,12999,5.27
58,12999,5.41
142,12999,2.89
106,12999,6.43
88,13000,7.78
103,13000,0.69
58,13000,8.26
142,13000,1.32
106,13000,1.66
88,13001,8.57
103,13001,2.4
58,13001,1.01
142,13001,2.68
106,13001,3.57
88,13002,8.59
103,13002,9.31
58,13002,6.86
142,13002,0.36
106,13002,2.17
88,13003,4.7
103,13003,2.14
58,13003,8.13
142,13003,9.08
106,13003,9.35
88,13004,5.43
103,13004,1.38
58,13004,1.11
142,13004,3.57
106,13004,4.4
88,13005,4.86
103,13005,4.17
58,13005,1.06
142,13005,9.95
106,13005,7.05
88,13006,1.64
103,13006,7.32
58,13006,4.14
142,13006,8.56
106,13006,0.51
88,13007,2.44
103,13007,6.07
58,13007,9.04
142,13007,3.09
106,13007,7.95
88,13008,6.98
103,13008,0.6
58,13008,2.94
142,13008,8.75
106,13008,9.27
88,13009,4.26
103,13009,3.35
58,13009,7.85
142,13009,7.94
106,13009,7.66
88,13010,9.4
103,13010,5.01
58,13010,2.5
142,13010,1.46
106,13010,8.44
88,13011,5.65
103,13011,6.91
58,13011,7.53
142,13011,3.99
106,13011,7.89
88,13012,5.85
103,13012,9.0
58,13012,8.28
142,13012,0.79
106,13012,9.73
88,13013,5.88
103,13013,2.37
58,13013,6.91
142,13013,6.27
106,13013,6.96
88,13014,4.95
103,13014,2.75
58,13014,0.04
142,13014,1.62
106,13014,7.1
88,13015,8.77
103,13015,1.33
58,13015,0.65
142,13015,6.56
106,13015,5.1
88,13016,4.22
103,13016,4.79
58,13016,3.24
142,13016,2.97
106,13016,2.31
88,13017,7.21
103,13017,1.03
58,13017,4.15
142,13017,2.89
106,13017,3.83
88,13018,2.68
103,13018,0.35
58,13018,2.99
142,13018,2.87
106,13018,7.39
88,13019,1.05
103,13019,5.84
58,13019,0.17
142,13019,8.24
106,13019,4.97
88,13020,2.74
103,13020,3.94
58,13020,9.89
142,13020,2.48
106,13020,4.65
88,13021,9.73
103,13021,5.33
58,13021,7.88
142,13021,3.79
106,13021,0.28
88,13022,9.29
103,13022,3.35
58,13022,6.64
142,13022,1.35
106,13022,9.42
88,13023,4.75
103,13023,3.65
58,13023,1.43
142,13023,9.56
106,13023,8.41
88,13024,0.66
103,13024,4.51
58,13024,7.82
142,13024,8.97
106,13024,8.19
88,13025,7.73
103,13025,6.39
58,13025,5.16
142,13025,6.67
106,13025,9.89
88,13026,5.11
103,13026,1.9
58,13026,3.15
142,13026,4.93
106,13026,9.5
88,13027,7.29
103,13027,8.68
58,13027,0.59
142,13027,4.5
106,13027,1.95
88,13028,1.53
103,13028,4.26
58,13028,6.62
142,13028,1.33
106,13028,7.35
88,13029,3.33
103,13029,9.64
58,13029,7.95
142,13029,4.4
106,13029,7.44
88,13030,7.91
103,13030,2.25
58,13030,3.43
142,13030,7.07
106,13030,5.32
88,13031,6.8
103,13031,5.84
58,13031,7.98
142,13031,9.98
106,13031,6.0
88,13032,9.17
103,13032,1.29
58,13032,3.04
142,13032,3.05
106,13032,3.28
88,13033,4.75
103,13033,3.07
58,13033,8.85
142,13033,8.93
106,13033,6.5
88,13034,5.55
103,13034,9.34
58,13034,1.66
142,13034,6.18
106,13034,4.13
88,13035,7.26
103,13035,6.12
58,13035,7.28
142,13035,2.9
106,13035,1.23
88,13036,1.19
58,13036,3.19
142,13036,1.47
106,13036,0.82
166,13036,5.34
88,13037,4.3
58,13037,7.97
142,13037,6.48
106,13037,6.73
166,13037,1.71
88,13038,7.12
58,13038,5.33
142,13038,6.56
106,13038,4.4
166,13038,8.71
88,13039,6.34
58,13039,1.91
142,13039,0.83
106,13039,2.77
166,13039,7.33
88,13040,4.03
58,13040,0.81
142,13040,7.3
106,13040,1.4
166,13040,2.56
88,13041,0.56
58,13041,1.54
142,13041,3.08
106,13041,3.58
166,13041,5.87
88,13042,1.87
58,13042,2.05
142,13042,3.09
106,13042,2.94
166,13042,4.72
88,13043,0.15
58,13043,7.16
142,13043,4.96
106,13043,4.47
166,13043,6.83
88,13044,9.81
58,13044,3.57
142,13044,3.39
106,13044,9.38
166,13044,9.49
88,13045,4.51
58,13045,5.81
142,13045,6.93
106,13045,2.95
166,13045,8.24
88,13046,3.4
58,13046,4.13
142,13046,4.37
106,13046,0.85
166,13046,4.77
88,13047,7.81
58,13047,6.16
142,13047,0.24
106,13047,0.81
166,13047,2.17
88,13048,9.39
58,13048,5.01
142,13048,1.92
106,13048,2.72
166,13048,8.58
88,13049,6.96
58,13049,7.52
142,13049,2.09
106,13049,3.62
166,13049,1.35
88,13050,6.23
58,13050,8.84
142,13050,7.71
106,13050,9.99
166,13050,9.2
88,13051,6.43
58,13051,1.39
142,13051,6.93
106,13051,8.51
166,13051,9.33
88,13052,0.33
58,13052,2.91
142,13052,7.27
106,13052,3.97
166,13052,9.47
88,13053,4.3
58,13053,2.6
142,13053,3.25
106,13053,0.76
166,13053,0.77
88,13054,1.08
58,13054,4.22
142,13054,2.1
106,13054,4.37
166,13054,1.75
88,13055,8.19
58,13055,0.99
142,13055,8.68
106,13055,7.9
166,13055,2.81
88,13056,5.91
58,13056,2.14
142,13056,4.96
106,13056,4.26
166,13056,5.01
88,13057,5.25
58,13057,0.7
142,13057,5.57
106,13057,3.8
166,13057,0.67
88,13058,5.67
58,13058,1.58
142,13058,6.58
106,13058,9.01
166,13058,2.06
88,13059,8.11
58,13059,9.54
142,13059,1.67
106,13059,5.29
166,13059,3.99
88,13060,4.64
58,13060,7.04
142,13060,3.96
106,13060,3.87
166,13060,4.98
88,13061,2.79
58,13061,1.65
142,13061,2.9
106,13061,7.73
166,13061,8.72
88,13062,5.75
58,13062,4.91
142,13062,2.23
106,13062,4.46
166,13062,8.82
88,13063,1.55
58,13063,8.87
142,13063,4.21
106,13063,6.54
166,13063,0.62
88,13064,7.62
58,13064,7.41
142,13064,8.15
106,13064,5.65
166,13064,4.73
88,13065,2.35
58,13065,7.01
142,13065,6.9
106,13065,7.46
166,13065,6.27
88,13066,9.92
58,13066,2.67
142,13066,5.27
106,13066,3.65
166,13066,9.34
88,13067,3.15
58,13067,7.07
142,13067,10.0
106,13067,4.83
166,13067,2.68
88,13068,4.29
58,13068,4.25
142,13068,6.01
106,13068,2.59
166,13068,0.22
88,13069,8.61
58,13069,7.78
142,13069,6.14
106,13069,8.69
166,13069,4.84
88,13070,4.09
58,13070,2.47
142,13070,6.54
106,13070,7.0
166,13070,9.41
88,13071,9.3
58,13071,0.53
142,13071,3.51
106,13071,8.66
166,13071,3.3
88,13072,2.88
58,13072,6.59
142,13072,0.06
106,13072,4.9
166,13072,4.25
88,13073,4.15
58,13073,6.81
142,13073,2.3
106,13073,9.59
166,13073,0.11
88,13074,5.96
58,13074,0.43
142,13074,4.01
106,13074,7.32
166,13074,3.03
88,13075,0.92
58,13075,9.81
142,13075,4.06
106,13075,6.27
166,13075,8.9
88,13076,4.17
58,13076,4.92
142,13076,0.93
106,13076,2.66
166,13076,1.13
88,13077,0.02
58,13077,6.82
142,13077,8.82
106,13077,4.49
166,13077,6.97
88,13078,8.57
58,13078,2.78
142,13078,4.59
106,13078,6.44
166,13078,3.13
88,13079,0.45
58,13079,9.72
142,13079,8.55
106,13079,5.91
166,13079,2.99
88,13080,6.58
58,13080,6.1
142,13080,8.43
106,13080,3.58
166,13080,5.58
88,13081,7.36
58,13081,4.61
142,13081,3.25
106,13081,8.2
166,13081,9.28
88,13082,9.54
58,13082,3.81
142,13082,8.19
106,13082,6.62
166,13082,4.23
88,13083,9.12
58,13083,5.07
142,13083,8.14
106,13083,8.18
166,13083,7.05
88,13084,3.95
58,13084,6.64
142,13084,6.69
106,13084,6.12
166,13084,7.92
88,13085,9.45
58,13085,8.96
142,13085,1.73
106,13085,9.81
166,13085,7.27
58,13086,1.7
142,13086,3.73
106,13086,6.05
166,13086,3.38
52,13086,3.6
58,13087,2.81
142,13087,4.75
106,13087,8.23
166,13087,2.48
52,13087,6.04
58,13088,8.26
142,13088,7.78
106,13088,5.15
166,13088,6.81
52,13088,3.2
58,13089,3.72
142,13089,5.73
106,13089,0.72
166,13089,1.55
52,13089,6.39
58,13090,2.33
142,13090,8.08
106,13090,9.74
166,13090,4.58
52,13090,6.81
58,13091,9.42
142,13091,4.65
106,13091,8.5
166,13091,1.43
52,13091,2.33
58,13092,1.22
142,13092,2.37
106,13092,2.25
166,13092,4.65
52,13092,0.57
58,13093,9.25
142,13093,2.26
106,13093,8.0
166,13093,2.95
52,13093,7.46
58,13094,5.52
142,13094,8.18
106,13094,4.76
166,13094,1.17
52,13094,1.62
58,13095,6.91
142,13095,6.03
106,13095,9.46
166,13095,0.7
52,13095,7.85
58,13096,0.87
142,13096,8.08
106,13096,1.07
166,13096,2.49
52,13096,9.37
58,13097,8.73
142,13097,1.11
106,13097,9.78
166,13097,7.21
52,13097,0.23
58,13098,5.7
142,13098,7.7
106,13098,5.03
166,13098,4.14
52,13098,1.33
58,13099,4.54
142,13099,4.92
106,13099,7.86
166,13099,2.98
52,13099,1.22
58,13100,1.19
142,13100,4.97
106,13100,4.41
166,13100,8.76
52,13100,0.79
58,13101,3.27
142,13101,0.72
106,13101,3.55
166,13101,6.98
52,13101,7.93
58,13102,2.8
142,13102,0.62
106,13102,7.12
166,13102,9.94
52,13102,2.91
58,13103,7.09
142,13103,5.48
106,13103,3.71
166,13103,8.48
52,13103,4.02
58,13104,1.52
142,13104,3.26
106,13104,9.92
166,13104,7.53
52,13104,4.82
58,13105,9.14
142,13105,4.23
106,13105,5.26
166,13105,5.17
52,13105,6.91
58,13106,9.36
142,13106,3.32
106,13106,4.82
166,13106,5.0
52,13106,4.13
58,13107,4.11
142,13107,8.19
106,13107,7.74
166,13107,7.12
52,13107,9.9
58,13108,3.21
142,13108,1.11
106,13108,1.08
166,13108,2.54
52,13108,6.73
58,13109,8.42
142,13109,7.78
106,13109,8.26
166,13109,3.47
52,13109,2.67
58,13110,7.91
142,13110,3.38
106,13110,2.13
166,13110,0.85
52,13110,6.73
58,13111,8.7
142,13111,6.85
106,13111,4.11
166,13111,1.53
52,13111,5.04
58,13112,5.92
142,13112,4.62
106,13112,9.58
166,13112,1.97
52,13112,4.85
58,13113,6.85
142,13113,5.02
106,13113,2.35
166,13113,9.36
52,13113,8.17
58,13114,4.08
142,13114,7.29
106,13114,1.44
166,13114,5.37
52,13114,3.97
58,13115,2.14
142,13115,4.58
106,13115,1.71
166,13115,0.13
52,13115,8.5
58,13116,3.26
142,13116,9.9
106,13116,6.43
166,13116,6.44
52,13116,4.46
58,13117,7.75
